age,MonthlyIncome,NumberOfDependents,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,TotalPastDueCount,IncomePerDependent,SeriousDlqin2yrs
49,10040000.0,1.0,0.3555,0.866,9,1,0,0,1,5020000.0,0
18,6090000.0,1.0,0.413,0.4877,9,2,0,0,2,3045000.0,0
50,5050000.0,0.0,0.2005,0.3816,6,1,0,0,1,5050000.0,0
18,6640000.0,1.0,0.5619,0.3674,9,0,0,0,0,3320000.0,1
23,3820000.0,0.0,0.447,0.6802,4,0,0,0,0,3820000.0,0
51,3890000.0,0.0,0.4157,0.4886,8,0,0,0,0,3890000.0,0
51,3150000.0,1.0,0.2781,0.3862,5,0,0,0,0,1575000.0,0
30,6900000.0,3.0,0.2982,0.4345,4,0,0,0,0,1725000.0,0
36,3090000.0,1.0,0.3647,0.2634,6,0,0,0,0,1545000.0,0
63,2590000.0,2.0,0.891,0.4946,5,1,0,0,1,863333.3333333334,0
39,9860000.0,0.0,0.9027,0.3487,6,1,0,0,1,9860000.0,0
74,4490000.0,0.0,0.1734,0.3836,9,0,0,0,0,4490000.0,0
45,4580000.0,3.0,1.5116,0.4559,12,1,1,0,2,1145000.0,1
50,7580000.0,4.0,0.5537,0.4511,12,0,1,1,2,1516000.0,0
66,3350000.0,2.0,0.6134,0.4166,7,0,0,0,0,1116666.6666666667,0
47,3780000.0,2.0,0.3349,0.6283,10,0,0,0,0,1260000.0,0
32,6010000.0,1.0,0.3978,0.4064,5,1,0,0,1,3005000.0,0
44,1980000.0,3.0,0.7957,0.28,7,0,0,0,0,495000.0,1
45,5710000.0,2.0,0.7149,0.3243,6,0,0,0,0,1903333.3333333333,0
27,3180000.0,1.0,0.2134,0.2523,15,1,0,0,1,1590000.0,0
42,8350000.0,1.0,0.3168,0.3726,7,0,0,0,0,4175000.0,0
35,6940000.0,0.0,0.2285,0.2467,8,0,0,0,0,6940000.0,0
57,6410000.0,2.0,0.0944,0.6678,7,1,0,0,1,2136666.6666666665,0
45,1910000.0,0.0,0.5539,0.0334,9,1,0,0,1,1910000.0,0
41,4700000.0,1.0,0.3329,0.1147,12,0,0,0,0,2350000.0,0
44,2470000.0,0.0,0.6627,0.3899,8,0,0,0,0,2470000.0,0
48,4890000.0,2.0,0.5448,0.2476,9,0,1,0,1,1630000.0,1
53,5050000.0,1.0,0.1989,0.3835,9,0,0,0,0,2525000.0,0
32,1980000.0,1.0,0.8538,0.3143,11,1,0,1,2,990000.0,1
31,10200000.0,0.0,0.2668,0.1327,4,0,0,0,0,10200000.0,0
59,6240000.0,1.0,1.0077,0.27,9,0,1,0,1,3120000.0,0
40,4040000.0,1.0,0.3213,0.2226,9,0,0,0,0,2020000.0,0
27,2900000.0,2.0,0.2426,0.1811,3,0,0,0,0,966666.6666666666,0
51,2610000.0,0.0,0.2458,0.2536,10,1,0,0,1,2610000.0,0
51,5640000.0,2.0,0.5718,0.5171,6,0,0,0,0,1880000.0,0
25,4070000.0,0.0,0.4423,0.1932,7,1,0,0,1,4070000.0,0
48,12650000.0,2.0,0.2927,0.3599,8,0,0,0,0,4216666.666666667,0
55,4480000.0,0.0,0.4445,0.2818,8,1,1,0,2,4480000.0,0
50,5180000.0,0.0,1.1182,0.5036,10,0,0,1,1,5180000.0,1
53,2170000.0,2.0,0.5907,0.4426,9,1,0,0,1,723333.3333333334,1
27,4030000.0,3.0,0.1441,0.4529,10,1,0,0,1,1007500.0,0
49,5560000.0,0.0,0.2782,0.3806,5,0,1,0,1,5560000.0,0
41,4000000.0,1.0,0.5893,0.5323,7,0,0,0,0,2000000.0,0
39,3740000.0,2.0,0.1577,0.48,12,0,0,0,0,1246666.6666666667,1
56,6080000.0,2.0,1.0637,0.4853,5,0,0,0,0,2026666.6666666667,0
64,12410000.0,0.0,0.8363,0.6669,8,0,0,0,0,12410000.0,0
68,5450000.0,4.0,0.3274,0.2784,8,0,0,0,0,1090000.0,0
62,9930000.0,0.0,0.7739,0.5674,9,0,0,0,0,9930000.0,0
44,7260000.0,1.0,1.7039080000000002,0.6691,6,0,1,1,2,3630000.0,1
50,9580000.0,1.0,0.4596,0.208,10,2,0,0,2,4790000.0,0
55,3470000.0,0.0,0.4961,0.5534,10,0,0,0,0,3470000.0,0
47,4420000.0,1.0,0.1494,0.0975,8,0,0,0,0,2210000.0,0
47,4430000.0,2.0,0.2202,0.2478,8,0,0,0,0,1476666.6666666667,0
56,6940000.0,2.0,0.2421,0.5047,7,0,0,1,1,2313333.3333333335,0
44,8040000.0,1.0,0.4728,0.3544,5,0,0,0,0,4020000.0,0
36,5390000.0,0.0,0.4088,0.5984,10,1,0,0,1,5390000.0,0
40,8460000.0,0.0,0.9419,0.6011,6,1,0,0,1,8460000.0,0
53,3570000.0,2.0,0.5238,0.2954,11,0,0,1,1,1190000.0,0
45,8510000.0,0.0,0.5593,0.5375,9,0,0,0,0,8510000.0,0
49,9200000.0,0.0,0.7401,0.7759,4,1,0,0,1,9200000.0,1
54,7510000.0,1.0,0.4969,0.2612,7,0,0,0,0,3755000.0,0
40,5420000.0,5.0,0.1198,0.3391,9,0,0,0,0,903333.3333333334,0
55,7670000.0,2.0,1.7039080000000002,0.3242,9,0,0,0,0,2556666.6666666665,1
50,2920000.0,0.0,0.1344,0.5405,5,0,1,0,1,2920000.0,0
29,5630000.0,2.0,0.2472,0.8476,2,0,0,0,0,1876666.6666666667,0
64,5990000.0,0.0,0.2197,0.4122,6,0,0,0,0,5990000.0,0
38,2250000.0,2.0,0.0433,0.7517,11,1,0,0,1,750000.0,0
23,6650000.0,1.0,0.9203,0.4007,8,0,0,0,0,3325000.0,0
31,2360000.0,0.0,0.1358,0.256,8,0,0,0,0,2360000.0,0
32,3870000.0,1.0,0.1272,0.1354,8,0,0,0,0,1935000.0,0
46,5120000.0,1.0,0.6304,0.5181,11,0,1,0,1,2560000.0,0
41,3230000.0,2.0,0.7209,0.5874,4,0,0,0,0,1076666.6666666667,0
41,5250000.0,3.0,0.1476,0.703,6,0,1,0,1,1312500.0,0
53,5200000.0,0.0,0.2438,0.4111,9,1,0,0,1,5200000.0,0
49,3060000.0,0.0,0.6038,0.6281,14,0,0,0,0,3060000.0,0
49,7030000.0,2.0,0.3931,0.2353,9,1,0,0,1,2343333.3333333335,0
50,3160000.0,1.0,0.3202,0.2182,4,1,0,0,1,1580000.0,0
53,19730000.0,0.0,0.1157,0.1644,6,0,0,0,0,19730000.0,0
18,4680000.0,0.0,0.564,0.1615,5,0,0,0,0,4680000.0,0
40,2480000.0,1.0,0.9208,0.5053,8,0,0,0,0,1240000.0,0
18,2770000.0,2.0,1.2033,0.0643,13,0,0,0,0,923333.3333333334,0
45,9950000.0,0.0,0.9077,0.3348,6,0,0,0,0,9950000.0,0
45,3910000.0,2.0,0.1925,0.6038,5,1,0,0,1,1303333.3333333333,0
59,2210000.0,0.0,0.3033,0.5055,8,1,1,0,2,2210000.0,0
60,5050000.0,0.0,0.3144,0.4888,10,0,0,0,0,5050000.0,0
48,3900000.0,1.0,0.7731,0.1613,5,1,0,0,1,1950000.0,0
38,7400000.0,1.0,0.9785,0.6274,3,0,0,1,1,3700000.0,0
51,8770000.0,1.0,0.1693,0.1869,11,0,0,0,0,4385000.0,0
38,5900000.0,2.0,0.9196,0.2641,11,0,0,1,1,1966666.6666666667,0
45,21050000.0,0.0,0.2544,0.4443,10,0,0,0,0,21050000.0,0
58,1780000.0,1.0,0.4307,0.0488,11,0,0,0,0,890000.0,0
38,5050000.0,4.0,1.1228,0.2555,2,0,0,0,0,1010000.0,0
55,4290000.0,0.0,0.1455,0.0036,8,0,0,0,0,4290000.0,0
54,19420000.0,0.0,0.7624,0.3691,7,1,0,0,1,19420000.0,0
33,14710000.0,1.0,0.2761,0.6523,10,0,0,0,0,7355000.0,0
58,10830000.0,0.0,0.5358,0.7543,10,2,0,0,2,10830000.0,0
54,3100000.0,1.0,0.3126,0.1833,9,0,0,0,0,1550000.0,0
46,3330000.0,0.0,0.0958,0.2643,6,1,0,0,1,3330000.0,0
35,3040000.0,0.0,0.5163,0.2118,8,0,0,0,0,3040000.0,0
34,3120000.0,0.0,0.2183,0.3331,10,0,0,0,0,3120000.0,0
38,12240000.0,0.0,0.0953,0.4189,7,0,0,0,0,12240000.0,0
52,4320000.0,0.0,0.0576,0.2167,7,0,0,0,0,4320000.0,0
33,4680000.0,0.0,0.5821,0.3986,9,0,0,0,0,4680000.0,0
51,7960000.0,1.0,0.0298,0.0374,6,1,0,0,1,3980000.0,0
29,1840000.0,3.0,0.488,0.8303,9,1,0,0,1,460000.0,0
42,5050000.0,1.0,0.1848,0.167,4,0,0,0,0,2525000.0,0
46,2590000.0,0.0,0.5736,0.2187,7,2,0,0,2,2590000.0,0
77,4190000.0,0.0,0.094,0.8595,8,0,0,0,0,4190000.0,0
27,3520000.0,2.0,0.161,0.2385,9,0,0,0,0,1173333.3333333333,0
64,3410000.0,0.0,0.4066,0.2037,4,1,0,1,2,3410000.0,0
47,5720000.0,2.0,0.4276,0.5399,5,1,0,0,1,1906666.6666666667,0
50,5710000.0,2.0,0.142,0.5744,7,0,0,0,0,1903333.3333333333,0
47,4380000.0,1.0,0.579,0.3783,15,2,0,0,2,2190000.0,0
51,6250000.0,0.0,0.2769,0.4301,9,0,0,0,0,6250000.0,0
43,2970000.0,3.0,0.4475,0.2223,12,0,0,0,0,742500.0,0
64,7530000.0,1.0,0.6872,0.3225,6,1,0,0,1,3765000.0,0
39,4420000.0,0.0,0.3883,0.3376,9,0,0,0,0,4420000.0,0
60,3740000.0,1.0,0.508,0.6331,5,0,1,0,1,1870000.0,1
37,3100000.0,1.0,0.3957,0.5546,8,0,0,0,0,1550000.0,0
44,4330000.0,0.0,0.5677,0.0851,4,0,0,0,0,4330000.0,0
31,15360000.0,0.0,0.0167,0.2167,6,0,0,0,0,15360000.0,0
51,4810000.0,1.0,0.3835,0.2438,11,0,0,0,0,2405000.0,0
64,2520000.0,0.0,0.8274,0.641,9,0,0,0,0,2520000.0,0
44,8680000.0,1.0,0.4633,0.5376,11,0,1,0,1,4340000.0,0
42,3770000.0,3.0,0.1938,0.4626,7,0,0,0,0,942500.0,0
31,5050000.0,0.0,0.4676,0.2628,3,1,0,0,1,5050000.0,0
42,3480000.0,3.0,0.5848,0.5383,7,1,0,0,1,870000.0,0
24,10780000.0,0.0,0.5423,0.3672,7,0,0,0,0,10780000.0,0
33,3510000.0,0.0,0.2014,0.3689,7,0,1,0,1,3510000.0,0
48,11570000.0,0.0,0.348,0.4323,8,0,1,0,1,11570000.0,0
62,2660000.0,0.0,0.5675,0.2229,7,0,1,0,1,2660000.0,0
82,4190000.0,1.0,0.3516,0.2854,3,0,0,0,0,2095000.0,0
37,11580000.0,0.0,1.3784,0.3143,11,0,0,0,0,11580000.0,0
64,5530000.0,2.0,0.5956,0.3049,6,0,0,0,0,1843333.3333333333,0
48,19540000.0,0.0,0.4053,0.5766,10,1,0,0,1,19540000.0,0
43,4250000.0,3.0,0.3567,0.192,3,1,0,0,1,1062500.0,1
51,5830000.0,2.0,0.1655,0.5631,8,0,0,0,0,1943333.3333333333,0
46,15680000.0,1.0,0.3003,0.9161,6,2,0,0,2,7840000.0,1
46,2020000.0,1.0,0.7327,0.2832,6,0,0,0,0,1010000.0,0
40,1870000.0,2.0,0.5418,0.1378,17,1,0,0,1,623333.3333333334,0
27,3100000.0,0.0,0.6652,0.2161,4,0,0,0,0,3100000.0,0
25,8150000.0,0.0,0.2331,0.4457,7,1,0,0,1,8150000.0,1
53,1900000.0,1.0,0.5908,0.248,5,0,1,0,1,950000.0,1
41,7150000.0,2.0,0.3422,0.1972,8,0,0,0,0,2383333.3333333335,0
37,6860000.0,3.0,0.1507,0.1528,9,0,0,0,0,1715000.0,0
45,16740000.0,0.0,0.8976,0.8229,8,0,0,0,0,16740000.0,1
55,9360000.0,0.0,0.5464,0.4144,11,0,1,0,1,9360000.0,0
47,6220000.0,0.0,0.6247,0.6271,10,0,1,0,1,6220000.0,0
36,11300000.0,1.0,0.0801,0.7388,11,1,0,0,1,5650000.0,0
61,6910000.0,1.0,0.1829,0.1634,6,0,0,0,0,3455000.0,0
66,3790000.0,0.0,0.1665,0.1024,9,1,1,0,2,3790000.0,0
51,2520000.0,1.0,0.2128,0.431,11,1,0,0,1,1260000.0,0
58,3550000.0,0.0,0.8726,0.3187,6,0,0,1,1,3550000.0,0
61,4880000.0,0.0,0.1784,0.2509,7,1,0,0,1,4880000.0,0
60,5550000.0,1.0,0.5178,0.1846,11,0,0,1,1,2775000.0,0
53,1390000.0,2.0,0.4916,0.4145,6,0,0,0,0,463333.3333333333,0
53,4380000.0,1.0,0.2125,0.0994,14,0,0,0,0,2190000.0,1
52,5090000.0,0.0,0.9292,0.4014,5,3,0,0,3,5090000.0,0
31,6940000.0,1.0,0.3696,0.2407,9,0,0,1,1,3470000.0,0
54,13270000.0,1.0,0.7696,0.4883,9,0,0,0,0,6635000.0,0
27,5590000.0,1.0,0.3171,0.4813,7,0,0,0,0,2795000.0,0
35,2900000.0,0.0,0.2371,0.243,7,1,0,0,1,2900000.0,0
62,1680000.0,2.0,0.0716,0.415,9,0,0,0,0,560000.0,0
56,7550000.0,1.0,0.4415,0.4081,6,0,1,1,2,3775000.0,1
64,2970000.0,1.0,0.9946,0.4501,5,0,0,0,0,1485000.0,0
41,8410000.0,1.0,0.5798,0.6083,12,0,2,0,2,4205000.0,0
30,11560000.0,0.0,0.5721,0.4033,4,0,1,0,1,11560000.0,0
42,1980000.0,1.0,0.7945,0.2717,6,1,0,0,1,990000.0,0
46,6970000.0,2.0,0.5571,0.7005,9,0,0,0,0,2323333.3333333335,0
46,10860000.0,2.0,0.1703,0.4685,7,1,0,0,1,3620000.0,0
60,9220000.0,0.0,0.3125,0.3715,3,1,0,0,1,9220000.0,0
40,1420000.0,2.0,0.5694,0.3785,4,0,0,0,0,473333.3333333333,0
50,3000000.0,1.0,0.8949,0.4976,9,0,0,0,0,1500000.0,0
32,2320000.0,1.0,0.4052,0.439,7,0,1,0,1,1160000.0,0
51,6850000.0,3.0,0.6787,0.3896,7,1,0,0,1,1712500.0,0
45,6410000.0,1.0,0.2202,0.2788,10,0,0,0,0,3205000.0,0
35,5050000.0,0.0,1.2941,0.6824,9,0,0,1,1,5050000.0,1
42,4170000.0,0.0,0.5882,0.3648,12,1,0,0,1,4170000.0,1
43,8080000.0,1.0,0.5151,0.3,5,0,0,1,1,4040000.0,0
41,5460000.0,1.0,0.5642,0.4672,9,0,0,0,0,2730000.0,0
68,5460000.0,1.0,1.7039080000000002,0.0827,7,0,0,0,0,2730000.0,0
44,4020000.0,0.0,0.1696,0.3515,9,1,0,0,1,4020000.0,0
42,2650000.0,2.0,0.1518,0.4562,3,0,0,0,0,883333.3333333334,0
18,4950000.0,3.0,0.3212,0.1118,13,0,0,0,0,1237500.0,0
33,5160000.0,1.0,0.1255,0.5577,4,1,1,1,3,2580000.0,1
42,7230000.0,0.0,0.046,0.3944,6,0,0,0,0,7230000.0,0
36,7590000.0,1.0,0.6762,0.1367,10,0,0,0,0,3795000.0,0
63,5260000.0,0.0,0.5666,0.1486,6,0,0,0,0,5260000.0,0
43,9640000.0,0.0,0.849,0.152,8,0,1,0,1,9640000.0,0
62,3990000.0,1.0,0.0722,0.6018,10,0,0,0,0,1995000.0,0
46,2100000.0,0.0,0.8455,0.1613,8,0,0,2,2,2100000.0,1
45,6660000.0,2.0,0.3704,0.4663,7,0,0,0,0,2220000.0,0
44,5390000.0,1.0,0.5885,0.4332,7,1,0,0,1,2695000.0,0
45,6740000.0,1.0,0.8566,0.1713,5,0,0,0,0,3370000.0,0
67,2340000.0,2.0,0.7491,0.582,12,1,0,0,1,780000.0,0
18,14640000.0,3.0,0.7675,0.3094,8,0,0,0,0,3660000.0,0
19,7660000.0,0.0,0.578,0.7642,5,1,0,0,1,7660000.0,1
38,4210000.0,2.0,0.8041,0.364,6,1,0,2,3,1403333.3333333333,1
45,2850000.0,0.0,0.1808,0.4384,10,0,0,0,0,2850000.0,0
54,9540000.0,2.0,0.1022,0.3254,7,0,0,0,0,3180000.0,0
51,2580000.0,0.0,0.0873,0.6372,5,1,2,0,3,2580000.0,1
40,19420000.0,0.0,0.8807,0.0611,10,0,0,0,0,19420000.0,0
58,3460000.0,1.0,0.074,0.3361,5,2,1,0,3,1730000.0,0
58,14040000.0,1.0,0.5876,0.5978,10,0,0,0,0,7020000.0,0
47,4480000.0,0.0,0.0966,0.1801,8,1,0,1,2,4480000.0,0
58,5050000.0,0.0,0.8081,0.5224,10,0,0,0,0,5050000.0,0
49,3220000.0,0.0,0.1002,0.6465,8,0,1,0,1,3220000.0,0
38,5060000.0,0.0,0.0665,0.6635,7,0,0,0,0,5060000.0,0
54,8100000.0,0.0,0.1047,0.031,9,1,0,0,1,8100000.0,0
46,7440000.0,1.0,0.0867,0.196,8,0,0,0,0,3720000.0,0
45,9680000.0,1.0,0.2275,0.1176,7,2,0,0,2,4840000.0,0
64,3730000.0,0.0,0.5829,0.1432,8,0,1,0,1,3730000.0,0
18,5260000.0,1.0,1.2131,0.2671,5,0,0,0,0,2630000.0,1
27,10570000.0,2.0,0.1791,0.1435,10,1,0,0,1,3523333.3333333335,0
30,3270000.0,0.0,0.2407,0.4888,11,1,0,0,1,3270000.0,0
40,7050000.0,1.0,1.0593,0.5885,5,0,0,0,0,3525000.0,0
42,4380000.0,0.0,0.391,0.5049,8,0,0,0,0,4380000.0,0
25,5660000.0,0.0,1.0945,0.2934,13,0,0,0,0,5660000.0,0
32,5260000.0,2.0,0.1589,0.3533,7,0,0,0,0,1753333.3333333333,0
34,3120000.0,0.0,0.3282,0.5955,4,1,2,0,3,3120000.0,1
77,4280000.0,1.0,0.1228,0.3777,9,0,0,0,0,2140000.0,0
68,5450000.0,0.0,0.3257,0.2999,11,0,1,0,1,5450000.0,0
40,4700000.0,1.0,0.3561,0.175,5,0,0,0,0,2350000.0,0
40,12850000.0,0.0,0.4323,0.4005,4,0,0,0,0,12850000.0,0
30,9170000.0,2.0,0.7044,0.3418,8,1,0,0,1,3056666.6666666665,0
20,5950000.0,0.0,1.0135,0.2015,11,0,0,0,0,5950000.0,0
43,3160000.0,0.0,0.1277,0.2478,6,0,0,0,0,3160000.0,0
32,3050000.0,1.0,0.515,0.8347,9,0,0,0,0,1525000.0,0
44,16340000.0,0.0,0.7504,0.3322,8,0,0,1,1,16340000.0,1
24,2730000.0,0.0,0.3297,0.4452,5,0,0,0,0,2730000.0,0
35,5350000.0,0.0,0.118,0.1454,9,0,0,0,0,5350000.0,0
47,6210000.0,1.0,0.7703,0.1762,10,0,0,0,0,3105000.0,0
50,4150000.0,1.0,0.2564,0.4745,8,0,0,0,0,2075000.0,0
50,2740000.0,2.0,1.047,0.2294,5,0,1,0,1,913333.3333333334,0
28,5050000.0,2.0,0.0867,0.3323,4,0,0,0,0,1683333.3333333333,0
56,3600000.0,2.0,0.5673,0.0063,7,0,0,0,0,1200000.0,0
35,3270000.0,0.0,1.145,0.5696,3,1,0,0,1,3270000.0,0
53,11090000.0,0.0,0.1713,0.1986,10,0,0,1,1,11090000.0,0
45,4970000.0,0.0,0.6238,0.4979,6,0,0,0,0,4970000.0,0
27,3650000.0,0.0,0.1244,0.0838,10,0,0,0,0,3650000.0,0
41,5330000.0,0.0,0.2417,0.2655,15,0,0,0,0,5330000.0,0
50,7460000.0,1.0,0.3319,0.1989,10,0,0,0,0,3730000.0,0
53,4070000.0,0.0,0.499,0.2248,13,1,0,0,1,4070000.0,0
43,8590000.0,0.0,0.6448,0.3285,6,0,0,0,0,8590000.0,0
65,2330000.0,1.0,0.1908,0.1785,10,0,0,0,0,1165000.0,0
58,5050000.0,1.0,0.094,0.0963,3,0,0,0,0,2525000.0,0
42,4970000.0,0.0,0.7276,0.6744,8,2,0,0,2,4970000.0,0
55,4860000.0,0.0,0.2042,0.2148,8,0,0,0,0,4860000.0,0
70,3300000.0,1.0,1.1158,0.5211,6,0,0,0,0,1650000.0,0
70,2390000.0,0.0,0.1982,0.2993,9,0,0,0,0,2390000.0,0
29,1840000.0,1.0,0.0671,0.3938,7,0,0,0,0,920000.0,0
33,3160000.0,0.0,0.7931,0.1685,9,1,0,0,1,3160000.0,0
64,7110000.0,1.0,0.3722,0.9376,9,1,2,0,3,3555000.0,1
31,2810000.0,0.0,1.1163,0.2264,7,0,0,0,0,2810000.0,0
28,1970000.0,0.0,0.482,0.3279,11,0,0,0,0,1970000.0,0
39,2900000.0,0.0,0.3236,0.433,8,0,0,0,0,2900000.0,0
50,3970000.0,4.0,1.1069,0.3769,9,1,0,0,1,794000.0,0
44,4060000.0,1.0,0.497,0.491,8,0,0,0,0,2030000.0,0
37,4630000.0,2.0,0.3426,0.0302,6,0,0,1,1,1543333.3333333333,0
36,9290000.0,1.0,0.3363,0.4734,6,2,0,0,2,4645000.0,0
36,10580000.0,0.0,0.7303,0.5011,9,0,0,0,0,10580000.0,0
34,16660000.0,1.0,0.2292,0.326,4,0,0,0,0,8330000.0,0
75,5050000.0,1.0,1.2399,0.3929,9,1,0,0,1,2525000.0,0
49,2990000.0,2.0,0.2767,0.2552,8,0,0,0,0,996666.6666666666,0
57,7600000.0,0.0,0.1485,0.1496,4,1,0,0,1,7600000.0,0
39,3810000.0,0.0,0.1167,0.4831,8,1,0,1,2,3810000.0,0
43,5050000.0,0.0,0.692,0.5936,9,1,0,0,1,5050000.0,0
36,5660000.0,0.0,0.9689,0.2558,7,1,0,0,1,5660000.0,1
18,5050000.0,2.0,0.6324,0.4274,7,0,0,0,0,1683333.3333333333,0
27,9350000.0,1.0,0.7014,0.2577,8,0,0,0,0,4675000.0,0
21,9450000.0,0.0,0.6467,0.3697,7,1,0,0,1,9450000.0,0
18,3910000.0,0.0,0.4489,0.5995,5,0,0,0,0,3910000.0,0
29,4720000.0,0.0,0.4356,0.1876,4,0,0,0,0,4720000.0,0
62,4160000.0,0.0,0.1781,0.2664,10,0,0,0,0,4160000.0,0
44,2030000.0,2.0,0.8945,0.6336,9,0,0,0,0,676666.6666666666,1
62,12090000.0,1.0,1.2701,0.253,10,1,0,1,2,6045000.0,1
50,7820000.0,2.0,0.2605,0.2152,7,0,0,0,0,2606666.6666666665,0
55,4070000.0,1.0,0.1156,0.2061,5,0,0,0,0,2035000.0,0
33,10940000.0,0.0,0.4424,0.7319,11,1,0,0,1,10940000.0,0
52,3430000.0,0.0,0.6164,0.3774,10,1,1,0,2,3430000.0,0
54,1660000.0,2.0,0.8598,0.2616,6,1,0,0,1,553333.3333333334,0
38,9150000.0,4.0,1.3761,0.0928,7,0,0,0,0,1830000.0,0
52,2320000.0,0.0,0.5885,0.3247,13,0,0,0,0,2320000.0,0
52,4450000.0,2.0,0.4573,0.5702,10,0,0,0,0,1483333.3333333333,0
38,5660000.0,0.0,0.5312,0.1436,7,0,0,0,0,5660000.0,0
30,6300000.0,2.0,0.0468,0.5351,9,1,0,0,1,2100000.0,0
30,8320000.0,1.0,0.1698,0.4525,9,1,0,0,1,4160000.0,1
46,7080000.0,1.0,0.5132,0.0789,6,0,0,0,0,3540000.0,0
49,6950000.0,1.0,0.6606,0.1945,8,0,0,0,0,3475000.0,0
35,3110000.0,0.0,0.3891,0.6688,8,1,0,0,1,3110000.0,0
45,5970000.0,3.0,0.7848,0.3062,7,0,0,0,0,1492500.0,0
52,2030000.0,1.0,0.5396,0.1077,12,0,0,0,0,1015000.0,0
53,12770000.0,0.0,0.5782,0.1254,8,0,0,0,0,12770000.0,0
65,2160000.0,1.0,0.5242,0.5909,14,0,0,1,1,1080000.0,0
62,4060000.0,1.0,0.8616,0.8987,12,1,0,0,1,2030000.0,1
32,2270000.0,1.0,0.4627,0.1983,11,0,0,0,0,1135000.0,0
67,3230000.0,0.0,0.4312,0.0714,8,0,0,0,0,3230000.0,0
38,5040000.0,0.0,0.4278,0.4155,6,0,0,0,0,5040000.0,0
59,3640000.0,1.0,0.399,0.1589,9,0,1,0,1,1820000.0,0
46,5050000.0,1.0,0.6728,0.4453,8,0,0,0,0,2525000.0,0
40,5730000.0,1.0,0.4137,0.3424,9,0,0,0,0,2865000.0,0
21,3790000.0,2.0,0.4791,0.0949,6,1,0,0,1,1263333.3333333333,0
43,4610000.0,1.0,0.3864,0.2677,6,0,0,0,0,2305000.0,0
25,10390000.0,0.0,0.379,0.2681,6,0,0,0,0,10390000.0,0
58,8630000.0,2.0,0.1461,0.306,9,1,1,0,2,2876666.6666666665,0
65,2520000.0,3.0,0.0718,0.2599,7,0,0,0,0,630000.0,0
35,3320000.0,0.0,0.2413,0.3926,3,0,0,0,0,3320000.0,0
49,6650000.0,1.0,0.6849,0.4466,8,0,0,0,0,3325000.0,0
36,6180000.0,0.0,0.9635,0.5953,12,0,0,0,0,6180000.0,0
37,2660000.0,0.0,0.1861,0.4647,4,0,0,0,0,2660000.0,0
55,7840000.0,0.0,0.2104,0.5444,10,0,0,1,1,7840000.0,0
44,2930000.0,0.0,0.7127,0.2396,6,0,0,1,1,2930000.0,0
68,10930000.0,1.0,0.1481,0.0978,4,0,0,0,0,5465000.0,0
39,6870000.0,3.0,0.4014,0.8134,14,1,0,0,1,1717500.0,0
58,2540000.0,2.0,0.1261,0.298,10,0,0,0,0,846666.6666666666,0
46,3640000.0,1.0,0.971,0.1352,8,0,0,0,0,1820000.0,0
55,3600000.0,0.0,0.6779,0.1654,6,0,0,0,0,3600000.0,0
39,5500000.0,0.0,0.3243,0.1397,6,0,0,0,0,5500000.0,0
44,4420000.0,0.0,0.3211,0.3468,6,1,0,0,1,4420000.0,0
43,2510000.0,1.0,0.6648,0.2753,6,0,0,0,0,1255000.0,0
34,5050000.0,0.0,0.688,0.5492,14,0,0,1,1,5050000.0,0
54,6950000.0,0.0,0.1764,0.6144,10,0,0,0,0,6950000.0,0
53,5940000.0,2.0,0.2773,0.4518,8,2,0,0,2,1980000.0,0
53,5330000.0,0.0,0.0447,0.6242,5,1,0,0,1,5330000.0,0
65,5880000.0,1.0,0.885,0.4837,10,0,0,0,0,2940000.0,0
64,3450000.0,1.0,0.8807,0.3209,11,0,0,0,0,1725000.0,0
40,5580000.0,0.0,0.4257,0.1783,10,0,0,0,0,5580000.0,0
50,22510249.99999996,2.0,0.5509,0.3464,10,0,0,0,0,7503416.666666653,0
37,5050000.0,0.0,0.2745,0.4277,7,0,0,0,0,5050000.0,0
45,4210000.0,0.0,0.2052,0.4947,13,0,0,0,0,4210000.0,0
37,3650000.0,0.0,0.1801,0.1207,7,0,0,0,0,3650000.0,0
66,900000.0,0.0,0.0765,0.2432,11,1,0,0,1,900000.0,0
50,9490000.0,0.0,0.2463,0.2794,10,0,0,0,0,9490000.0,0
42,8020000.0,1.0,0.2083,0.4066,12,1,0,0,1,4010000.0,1
61,3610000.0,2.0,0.5464,0.2418,9,0,0,0,0,1203333.3333333333,0
18,2120000.0,1.0,1.2603,0.6707,8,0,0,0,0,1060000.0,0
19,2500000.0,1.0,0.3232,0.3554,7,0,0,0,0,1250000.0,0
55,6530000.0,4.0,0.0975,0.5136,5,0,0,0,0,1306000.0,0
46,4740000.0,6.0,0.1682,0.6818,8,0,0,0,0,677142.8571428572,0
48,7570000.0,1.0,0.1859,0.8009,8,0,1,0,1,3785000.0,0
28,5270000.0,1.0,0.6666,0.6267,6,0,0,0,0,2635000.0,0
45,8930000.0,0.0,0.7555,0.2135,6,0,0,0,0,8930000.0,0
71,6240000.0,0.0,0.5392,0.5062,6,0,0,0,0,6240000.0,0
56,8220000.0,1.0,0.1365,0.6015,9,0,1,0,1,4110000.0,0
